Dataset_No,Pair_Index,Starting_City_Agent1,Starting_City_Agent2,Agent1_Path,Agent2_Path,Agent1_Benefit,Agent2_Benefit,Agent1_Cost,Agent2_Cost,Agent1_Payoff,Agent2_Payoff,Total_Benefit,Total_Payoff,Average_Payoff,Agent1_City_Count,Agent2_City_Count,Agent1_Timestamps,Agent2_Timestamps
1,27,2,9,"2, 3, 6, 7, 8,12,14,15,19,20","9, 1, 4, 5,10,11,13,16,17,18",1500,1500,80.518,82.08,1419.482,1417.92,3000,2837.402,1418.701,10,10,"0,53,91,108,168,192,215,263,312.2,344.59,402.59","0,61,82,124,191.5,251.1,289.3,338.5,365.3,391.4,410.4"
1,28,2,10,"2, 3, 6, 7, 8,12,14,15,19,20","10, 1, 4, 5, 9,11,13,16,17,18",1500,1500,80.518,80.04,1419.482,1419.96,3000,2839.442,1419.721,10,10,"0,53,91,108,168,192,215,263,312.2,344.59,402.59","0,85,106,148,160,180.5,218.7,267.9,294.7,320.8,400.2"
1,29,2,11,"2, 3, 6, 7, 8,12,14,15,19,20","11, 1, 4, 5, 9,10,13,16,17,18",1500,1500,80.518,90.78,1419.482,1409.22,3000,2828.702,1414.351,10,10,"0,53,91,108,168,192,215,263,312.2,344.59,402.59","0,78,99,141,153,220.1,312.1,361.3,388.1,414.2,453.9"
1,30,2,12,"2, 3, 6, 7, 8,10,11,13,16,17,18,19","12, 1, 4, 5, 9,14,15,20",1800,1200,111.48,53.406,1688.52,1146.594,3000,2835.114,1417.557,12,8,"0,53,91,108,168,240.5,300.1,338.3,387.5,414.3,440.4,527.4,557.4","0,21,42,84,96,143,191,208.03,267.03"
1,31,2,13,"2, 3, 8,12,14,15,19,20","13, 1, 4, 5, 6, 7, 9,10,11,16,17,18",1200,1800,65.918,96.12,1134.082,1703.88,3000,2837.962,1418.981,8,12,"0,53,95,119,142,190,239.2,271.59,329.59","0,71,92,134,168,185,227,294.1,353.7,404.3,431.1,457.2,480.6"
1,32,2,14,"2, 3, 7, 8,10,12,16,17,18,19","14, 1, 4, 5, 6, 9,11,13,15,20",1500,1500,92.76,80.946,1407.24,1419.054,3000,2826.294,1413.147,10,10,"0,53,74,134,206.5,271.5,293.9,320.7,346.8,433.8,463.8","0,43,64,106,140,170,190.5,228.7,345.7,362.73,404.73"
1,33,2,15,"2, 3, 8, 9,11,13,16,17,18,19","15, 1, 4, 5, 6, 7,10,12,14,20",1500,1500,90.16,73.318,1409.84,1426.682,3000,2836.522,1418.261,10,10,"0,53,95,173,193.5,231.7,280.9,307.7,333.8,420.8,450.8","0,79,100,142,176,193,220,285,308,349.59,366.59"
1,34,2,16,"2, 3, 6, 7, 9,10,11,13,14,15,19,20","16, 1, 4, 5, 8,12,17,18",1800,1200,114.298,55.64,1685.702,1144.36,3000,2830.062,1415.031,12,8,"0,53,91,108,150,217.1,276.7,314.9,383.9,431.9,481.1,513.49,571.49","0,28,49,91,158,182,226,252.1,278.2"
1,35,2,17,"2, 3, 6, 7, 8,12,14,15,19,20","17, 1, 4, 5, 9,10,11,13,16,18",1500,1500,80.518,126.24,1419.482,1373.76,3000,2793.242,1396.621,10,10,"0,53,91,108,168,192,215,263,312.2,344.59,402.59","0,55,76,118,130,197.1,256.7,294.9,344.1,605.1,631.2"
1,36,2,18,"2, 3, 6, 7, 8,10,12,14,15,19,20","18, 1, 4, 5, 9,11,13,16,17",1650,1350,103.218,56.76,1546.782,1293.24,3000,2840.022,1420.011,11,9,"0,53,91,108,168,240.5,305.5,328.5,376.5,425.7,458.09,516.09","0,48,69,111,123,143.5,181.7,230.9,257.7,283.8"
1,37,2,19,"2, 3, 8, 9,11,13,14,15,20","19, 1, 4, 5, 6, 7,10,12,16,17,18",1350,1650,84.746,92.66,1265.254,1557.34,3000,2822.594,1411.297,9,11,"0,53,95,173,193.5,231.7,300.7,348.7,365.73,423.73","0,95,116,158,192,209,236,301,323.4,350.2,376.3,463.3"
1,38,2,20,"2, 3, 5, 9,10,11,13,14,15,19","20, 1, 4, 6, 7, 8,12,16,17,18",1500,1500,95.42,87.414,1404.58,1412.586,3000,2817.166,1408.583,10,10,"0,53,104,116,183.1,242.7,280.9,349.9,397.9,447.1,477.1","0,79,100,172,189,249,273,295.4,322.2,348.3,437.07"
1,39,3,1,"3, 4, 5, 9,10,11,13,14,15,19,20","1, 2, 6, 7, 8,12,16,17,18",1650,1350,102.498,70.06,1547.502,1279.94,3000,2827.442,1413.721,11,9,"0,67,109,121,188.1,247.7,285.9,354.9,402.9,452.1,484.49,512.49","0,97,126,143,203,227,249.4,276.2,302.3,350.3"
1,40,3,2,"3, 4, 5, 9,10,11,13,14,15,19,20","2, 1, 6, 7, 8,12,16,17,18",1650,1350,102.498,83.46,1547.502,1266.54,3000,2814.042,1407.021,11,9,"0,67,109,121,188.1,247.7,285.9,354.9,402.9,452.1,484.49,512.49","0,97,167,184,244,268,290.4,317.2,343.3,417.3"
1,41,3,4,"3, 6, 7, 8,12,14,15,16,17,19,20","4, 1, 2, 5, 9,10,11,13,18",1650,1350,86.618,83.46,1563.382,1266.54,3000,2829.922,1414.961,11,9,"0,38,55,115,139,162,210,284.8,311.6,372.7,405.09,433.09","0,21,118,180,192,259.1,318.7,356.9,380.3,417.3"
1,42,3,5,"3, 1, 2, 4, 6, 7, 8,12,14,15,19,20","5, 9,10,11,13,16,17,18",1800,1200,121.118,58.2,1678.882,1141.8,3000,2820.682,1410.341,12,8,"0,55,152,252,324,341,401,425,448,496,545.2,577.59,605.59","0,12,79.1,138.7,176.9,226.1,252.9,279,291"
1,43,3,6,"3, 4, 5, 7, 8,12,14,15,19,20","6, 1, 2, 9,10,11,13,16,17,18",1500,1500,82.918,107.2,1417.082,1392.8,3000,2809.882,1404.941,10,10,"0,67,109,150,210,234,257,305,354.2,386.59,414.59","0,70,167,223,290.1,349.7,387.9,437.1,463.9,490,536"
1,44,3,7,"3, 4, 5, 9,11,13,14,15,19,20","7, 1, 2, 6, 8,10,12,16,17,18",1500,1500,81.258,105.56,1418.742,1394.44,3000,2813.182,1406.591,10,10,"0,67,109,121,141.5,179.7,248.7,296.7,345.9,378.29,406.29","0,63,160,189,263,335.5,400.5,422.9,449.7,475.8,527.8"
1,45,3,8,"3, 1, 2, 4, 5, 6, 7, 9,10,11,13,16,17,18","8,12,14,15,19,20",2100,900,143.2,46.718,1956.8,853.282,3000,2810.082,1405.041,14,6,"0,55,152,252,294,328,345,387,454.1,513.7,551.9,601.1,627.9,654,716","0,24,47,95,144.2,176.59,233.59"
1,46,3,9,"3, 6, 7, 8,12,14,15,19,20","9, 1, 2, 4, 5,10,11,13,16,17,18",1350,1650,63.918,117.28,1286.082,1532.72,3000,2818.802,1409.401,9,11,"0,38,55,115,139,162,210,259.2,291.59,319.59","0,61,158,258,300,367.5,427.1,465.3,514.5,541.3,567.4,586.4"
1,47,3,10,"3, 8,12,14,15,16,17,19,20","10, 1, 2, 4, 5, 6, 7, 9,11,13,18",1350,1650,72.018,115.7,1277.982,1534.3,3000,2812.282,1406.141,9,11,"0,42,66,89,137,211.8,238.6,299.7,332.09,360.09","0,85,182,282,324,358,375,417,437.5,475.7,499.1,578.5"
1,48,3,11,"3, 4, 5, 9,13,14,15,19,20","11, 1, 2, 6, 7, 8,10,12,16,17,18",1350,1650,74.538,106.7,1275.462,1543.3,3000,2818.762,1409.381,9,11,"0,67,109,121,146.1,215.1,263.1,312.3,344.69,372.69","0,78,175,204,221,281,353.5,418.5,440.9,467.7,493.8,533.5"
1,49,3,12,"3, 4, 5, 9,10,11,13,14,15,19,20","12, 1, 2, 6, 7, 8,16,17,18",1650,1350,102.498,74.2,1547.502,1275.8,3000,2823.302,1411.651,11,9,"0,67,109,121,188.1,247.7,285.9,354.9,402.9,452.1,484.49,512.49","0,21,118,147,164,224,270.1,296.9,323,371"
1,50,3,13,"3, 6, 7, 8,12,14,15,19,20","13, 1, 2, 4, 5, 9,10,11,16,17,18",1350,1650,63.918,115.12,1286.082,1534.88,3000,2820.962,1410.481,9,11,"0,38,55,115,139,162,210,259.2,291.59,319.59","0,71,168,268,310,322,389.1,448.7,499.3,526.1,552.2,575.6"
1,51,3,14,"3, 4, 5, 9,10,11,13,15,19,20","14, 1, 2, 6, 7, 8,12,16,17,18",1500,1500,102.498,78.86,1397.502,1421.14,3000,2818.642,1409.321,10,10,"0,67,109,121,188.1,247.7,285.9,402.9,452.1,484.49,512.49","0,43,140,169,186,246,270,292.4,319.2,345.3,394.3"
1,52,3,15,"3, 4, 5, 9,10,11,13,16,17,18","15, 1, 2, 6, 7, 8,12,14,19,20",1500,1500,90,86.158,1410,1413.842,3000,2823.842,1411.921,10,10,"0,67,109,121,188.1,247.7,285.9,335.1,361.9,388,450","0,79,176,205,222,282,306,329,381.4,413.79,430.79"
1,53,3,16,"3, 4, 5, 9,12,14,15,19,20","16, 1, 2, 6, 7, 8,10,11,13,17,18",1350,1650,71.318,98.58,1278.682,1551.42,3000,2830.102,1415.051,9,11,"0,67,109,121,176,199,247,296.2,328.59,356.59","0,28,125,154,171,231,303.5,363.1,401.3,440.7,466.8,492.9"
1,54,3,17,"3, 4, 5, 8,12,14,15,19,20","17, 1, 2, 6, 7, 9,10,11,13,16,18",1350,1650,76.118,148.24,1273.882,1501.76,3000,2775.642,1387.821,9,11,"0,67,109,176,200,223,271,320.2,352.59,380.59","0,55,152,181,198,240,307.1,366.7,404.9,454.1,715.1,741.2"
1,55,3,18,"3, 6, 7, 8,12,14,15,19,20","18, 1, 2, 4, 5, 9,10,11,13,16,17",1350,1650,63.918,113.2,1286.082,1536.8,3000,2822.882,1411.441,9,11,"0,38,55,115,139,162,210,259.2,291.59,319.59","0,48,145,245,287,299,366.1,425.7,463.9,513.1,539.9,566"
1,56,3,19,"3, 4, 5, 9,10,11,13,14,15,20","19, 1, 2, 6, 7, 8,12,16,17,18",1500,1500,89.586,96.86,1410.414,1403.14,3000,2813.554,1406.777,10,10,"0,67,109,121,188.1,247.7,285.9,354.9,402.9,419.93,447.93","0,95,192,221,238,298,322,344.4,371.2,397.3,484.3"
1,57,3,20,"3, 4, 5, 9,10,11,13,14,15","20, 1, 2, 6, 7, 8,12,16,17,18,19",1350,1650,87.78,100.138,1262.22,1549.862,3000,2812.082,1406.041,9,11,"0,67,109,121,188.1,247.7,285.9,354.9,402.9,438.9","0,79,176,205,222,282,306,328.4,355.2,381.3,468.3,500.69"
1,58,4,1,"4, 5, 9,10,11,13,14,15,19,20","1, 2, 3, 6, 7, 8,12,16,17,18",1500,1500,102.298,82.46,1397.702,1417.54,3000,2815.242,1407.621,10,10,"0,42,54,121.1,180.7,218.9,287.9,335.9,385.1,417.49,511.49","0,97,150,188,205,265,289,311.4,338.2,364.3,412.3"
1,59,4,2,"4, 1, 5, 9,10,11,13,16,17,18","2, 3, 6, 7, 8,12,14,15,19,20",1500,1500,77.2,80.518,1422.8,1419.482,3000,2842.282,1421.141,10,10,"0,21,70,82,149.1,208.7,246.9,296.1,322.9,349,386","0,53,91,108,168,192,215,263,312.2,344.59,402.59"
1,60,4,3,"4, 1, 2, 5, 9,10,11,13,16,17,18","3, 6, 7, 8,12,14,15,19,20",1650,1350,99.2,63.918,1550.8,1286.082,3000,2836.882,1418.441,11,9,"0,21,118,180,192,259.1,318.7,356.9,406.1,432.9,459,496","0,38,55,115,139,162,210,259.2,291.59,319.59"
1,61,4,5,"4, 8,12,14,15,19,20","5, 1, 2, 3, 6, 7, 9,10,11,13,16,17,18",1050,1950,64.918,115,985.082,1835,3000,2820.082,1410.041,7,13,"0,54,78,101,149,198.2,230.59,324.59","0,49,146,199,237,254,296,363.1,422.7,460.9,510.1,536.9,563,575"
1,62,4,6,"4, 1, 2, 3, 5, 9,12,14,15,19,20","6, 7, 8,10,11,13,16,17,18",1650,1350,107.118,79.08,1542.882,1270.92,3000,2813.802,1406.901,11,9,"0,21,118,171,222,234,289,312,360,409.2,441.59,535.59","0,17,77,149.5,209.1,247.3,296.5,323.3,349.4,395.4"
1,63,4,7,"4, 5, 9,10,11,13,14,15,19,20","7, 1, 2, 3, 6, 8,12,16,17,18",1500,1500,102.298,95.26,1397.702,1404.74,3000,2802.442,1401.221,10,10,"0,42,54,121.1,180.7,218.9,287.9,335.9,385.1,417.49,511.49","0,63,160,213,251,325,349,371.4,398.2,424.3,476.3"
1,64,4,8,"4, 5, 6, 9,10,11,13,16,17,18","8, 1, 2, 3, 7,12,14,15,19,20",1500,1500,82,91.718,1418,1408.282,3000,2826.282,1413.141,10,10,"0,42,76,106,173.1,232.7,270.9,320.1,346.9,373,410","0,33,130,183,204,249,272,320,369.2,401.59,458.59"
1,65,4,9,"4, 5, 6, 7,10,11,13,16,17,18","9, 1, 2, 3, 8,12,14,15,19,20",1500,1500,71.38,102.118,1428.62,1397.882,3000,2826.502,1413.251,10,10,"0,42,76,93,120,179.6,217.8,267,293.8,319.9,356.9","0,61,158,211,253,277,300,348,397.2,429.59,510.59"
1,66,4,10,"4, 5, 9,12,16,17,18","10, 1, 2, 3, 6, 7, 8,11,13,14,15,19,20",1050,1950,44.26,140.598,1005.74,1809.402,3000,2815.142,1407.571,7,13,"0,42,54,109,131.4,158.2,184.3,221.3","0,85,182,235,273,290,350,440,478.2,547.2,595.2,644.4,676.79,702.99"
1,67,4,11,"4, 5, 6, 7,10,12,14,15,19,20","11, 1, 2, 3, 8, 9,13,16,17,18",1500,1500,86.318,102.98,1413.682,1397.02,3000,2810.702,1405.351,10,10,"0,42,76,93,120,185,208,256,305.2,337.59,431.59","0,78,175,228,270,348,373.1,422.3,449.1,475.2,514.9"
1,68,4,12,"4, 5, 9,10,11,13,16,17,18","12, 1, 2, 3, 6, 7, 8,14,15,19,20",1350,1650,71.6,102.518,1278.4,1547.482,3000,2825.882,1412.941,9,11,"0,42,54,121.1,180.7,218.9,268.1,294.9,321,358","0,21,118,171,209,226,286,324,372,421.2,453.59,512.59"
1,69,4,13,"4, 5, 6, 7,10,12,16,17,18","13, 1, 2, 3, 8, 9,11,14,15,19,20",1350,1650,59.46,130.218,1290.54,1519.782,3000,2810.322,1405.161,9,11,"0,42,76,93,120,185,207.4,234.2,260.3,297.3","0,71,168,221,263,341,361.5,415.5,463.5,512.7,545.09,651.09"
1,70,4,14,"4, 5, 9,10,11,13,16,17,18","14, 1, 2, 3, 6, 7, 8,12,15,19,20",1350,1650,71.6,103.118,1278.4,1546.882,3000,2825.282,1412.641,9,11,"0,42,54,121.1,180.7,218.9,268.1,294.9,321,358","0,43,140,193,231,248,308,332,392,441.2,473.59,515.59"
1,71,4,15,"4, 5, 9,10,11,13,16,17,18","15, 1, 2, 3, 6, 7, 8,12,14,19,20",1350,1650,71.6,98.558,1278.4,1551.442,3000,2829.842,1414.921,9,11,"0,42,54,121.1,180.7,218.9,268.1,294.9,321,358","0,79,176,229,267,284,344,368,391,443.4,475.79,492.79"
1,72,4,16,"4, 5, 9,10,11,13,14,15,19,20","16, 1, 2, 3, 6, 7, 8,12,17,18",1500,1500,102.298,82.64,1397.702,1417.36,3000,2815.062,1407.531,10,10,"0,42,54,121.1,180.7,218.9,287.9,335.9,385.1,417.49,511.49","0,28,125,178,216,233,293,317,361,387.1,413.2"
1,73,4,17,"4, 5, 6, 7,10,12,14,15,19,20","17, 1, 2, 3, 8, 9,11,13,16,18",1500,1500,86.318,144,1413.682,1356,3000,2769.682,1384.841,10,10,"0,42,76,93,120,185,208,256,305.2,337.59,431.59","0,55,152,205,247,325,345.5,383.7,432.9,693.9,720"
1,74,4,18,"4, 5, 9,10,11,13,14,15,19,20","18, 1, 2, 3, 6, 7, 8,12,16,17",1500,1500,102.298,82.46,1397.702,1417.54,3000,2815.242,1407.621,10,10,"0,42,54,121.1,180.7,218.9,287.9,335.9,385.1,417.49,511.49","0,48,145,198,236,253,313,337,359.4,386.2,412.3"
1,75,4,19,"4, 5, 6, 7,10,12,16,17,18","19, 1, 2, 3, 8, 9,11,13,14,15,20",1350,1650,59.46,118.026,1290.54,1531.974,3000,2822.514,1411.257,9,11,"0,42,76,93,120,185,207.4,234.2,260.3,297.3","0,95,192,245,287,365,385.5,423.7,492.7,540.7,557.73,590.13"
1,76,4,20,"4, 5, 6, 7, 9,10,11,13,18","20, 1, 2, 3, 8,12,14,15,16,17,19",1350,1650,72.06,112.218,1277.94,1537.782,3000,2815.722,1407.861,9,11,"0,42,76,93,135,202.1,261.7,299.9,323.3,360.3","0,79,176,229,271,295,318,366,440.8,467.6,528.7,561.09"
1,77,5,1,"5, 9,10,11,13,14,15,19,20","1, 2, 3, 4, 6, 7, 8,12,16,17,18",1350,1650,90.698,102.66,1259.302,1547.34,3000,2806.642,1403.321,9,11,"0,12,79.1,138.7,176.9,245.9,293.9,343.1,375.49,453.49","0,97,150,217,289,306,366,390,412.4,439.2,465.3,513.3"
1,78,5,2,"5, 1, 4, 6, 7, 9,10,11,13,16,17,18","2, 3, 8,12,14,15,19,20",1800,1200,96,65.918,1704,1134.082,3000,2838.082,1419.041,12,8,"0,49,70,142,159,201,268.1,327.7,365.9,415.1,441.9,468,480","0,53,95,119,142,190,239.2,271.59,329.59"
1,79,5,3,"5, 6, 7, 9,11,13,16,17,18","3, 1, 2, 4, 8,10,12,14,15,19,20",1350,1650,53.16,124.818,1296.84,1525.182,3000,2822.022,1411.011,9,11,"0,34,51,93,113.5,151.7,200.9,227.7,253.8,265.8","0,55,152,252,306,378.5,443.5,466.5,514.5,563.7,596.09,624.09"
1,80,5,4,"5, 1, 2, 3, 6, 7,10,12,14,15,19,20","4, 8, 9,11,13,16,17,18",1800,1200,115.318,65.96,1684.682,1134.04,3000,2818.722,1409.361,12,8,"0,49,146,199,237,254,281,346,369,417,466.2,498.59,576.59","0,54,132,152.5,190.7,239.9,266.7,292.8,329.8"
1,81,5,6,"5, 9,11,13,16,17,18","6, 1, 2, 3, 4, 7, 8,10,12,14,15,19,20",1050,1950,36.96,152.818,1013.04,1797.182,3000,2810.222,1405.111,7,13,"0,12,32.5,70.7,119.9,146.7,172.8,184.8","0,70,167,220,287,357,417,489.5,554.5,577.5,625.5,674.7,707.09,764.09"
1,82,5,7,"5, 9,11,13,16,17,18","7, 1, 2, 3, 4, 6, 8,10,12,14,15,19,20",1050,1950,36.96,151.218,1013.04,1798.782,3000,2811.822,1405.911,7,13,"0,12,32.5,70.7,119.9,146.7,172.8,184.8","0,63,160,213,280,352,426,498.5,563.5,586.5,634.5,683.7,716.09,756.09"
1,83,5,8,"5, 6, 7, 9,10,11,13,16,17,18","8, 1, 2, 3, 4,12,14,15,19,20",1500,1500,74.4,99.318,1425.6,1400.682,3000,2826.282,1413.141,10,10,"0,34,51,93,160.1,219.7,257.9,307.1,333.9,360,372","0,33,130,183,250,287,310,358,407.2,439.59,496.59"
1,84,5,9,"5, 6, 7,10,12,16,17,18","9, 1, 2, 3, 4, 8,11,13,14,15,19,20",1200,1800,46.06,147.958,1153.94,1652.042,3000,2805.982,1402.991,8,12,"0,34,51,78,143,165.4,192.2,218.3,230.3","0,61,158,211,278,332,422,460.2,529.2,577.2,626.4,658.79,739.79"
